-1	0	1581299312	0	0	16513214504700	0	0	0	0	183,194,183	1280	720	1581299312	.\image\event_not\1581299312_0_0.png
-1	0	1581299312	0	0	16513214504700	0	0	0	0	184,191,184	1280	720	1581299312	.\image\event_not\1581299312_0_0.png
-1	0	1581299312	0	0	16513214504700	0	0	0	0	187,194,189	1280	720	1581299312	.\image\event_not\1581299312_0_0.png
-1	0	1581299312	0	0	16513214504700	0	0	0	0	188,193,192	1280	720	1581299312	.\image\event_not\1581299312_0_0.png
-1	0	1581299313	0	0	16513214504700	0	0	0	0	188,196,182	1280	720	1581299313	.\image\event_not\1581299313_0_0.png
-1	0	1581299313	0	0	16513214504700	0	0	0	0	188,196,182	1280	720	1581299313	.\image\event_not\1581299313_0_0.png
-1	0	1581299313	0	0	16513214504700	0	0	0	0	188,196,182	1280	720	1581299313	.\image\event_not\1581299313_0_0.png
-1	0	1581299314	0	0	16513214504700	0	0	0	0	186,192,181	1280	720	1581299314	.\image\event_not\1581299314_0_0.png
-1	0	1581299314	0	0	16513214504700	0	0	0	0	185,193,181	1280	720	1581299314	.\image\event_not\1581299314_0_0.png
-1	0	1581299314	0	0	16513214504700	0	0	0	0	185,193,181	1280	720	1581299314	.\image\event_not\1581299314_0_0.png
-1	0	1581299314	0	0	16513214504700	0	0	0	0	187,194,187	1280	720	1581299314	.\image\event_not\1581299314_0_0.png
-1	0	1581299315	0	0	16513214504700	0	0	0	0	187,194,187	1280	720	1581299315	.\image\event_not\1581299315_0_0.png
-1	0	1581299315	0	0	16513214504700	0	0	0	0	187,194,192	1280	720	1581299315	.\image\event_not\1581299315_0_0.png
-1	0	1581299315	0	0	16513214504700	0	0	0	0	185,195,189	1280	720	1581299315	.\image\event_not\1581299315_0_0.png
-1	0	1581299315	0	0	16513214504700	0	0	0	0	186,196,190	1280	720	1581299315	.\image\event_not\1581299315_0_0.png
-1	0	1581299316	0	0	16513214504700	0	0	0	0	186,197,186	1280	720	1581299316	.\image\event_not\1581299316_0_0.png
-1	0	1581299316	0	0	16513214504700	0	0	0	0	187,195,185	1280	720	1581299316	.\image\event_not\1581299316_0_0.png
-1	0	1581299316	0	0	16513214504700	0	0	0	0	187,195,185	1280	720	1581299316	.\image\event_not\1581299316_0_0.png
-1	0	1581299317	0	0	16513214504700	0	0	0	0	187,194,187	1280	720	1581299317	.\image\event_not\1581299317_0_0.png
-1	0	1581299317	0	0	16513214504700	0	0	0	0	185,196,185	1280	720	1581299317	.\image\event_not\1581299317_0_0.png
-1	0	1581299317	0	0	16513214504700	0	0	0	0	187,194,189	1280	720	1581299317	.\image\event_not\1581299317_0_0.png
-1	0	1581299317	0	0	16513214504700	0	0	0	0	187,195,183	1280	720	1581299317	.\image\event_not\1581299317_0_0.png
-1	0	1581299318	0	0	16513214504700	0	0	0	0	185,193,181	1280	720	1581299318	.\image\event_not\1581299318_0_0.png
-1	0	1581299318	0	0	16513214504700	0	0	0	0	185,193,181	1280	720	1581299318	.\image\event_not\1581299318_0_0.png
-1	0	1581299318	0	0	16513214504700	0	0	0	0	185,196,181	1280	720	1581299318	.\image\event_not\1581299318_0_0.png
-1	0	1581299319	0	0	16513214504700	0	0	0	0	187,195,183	1280	720	1581299319	.\image\event_not\1581299319_0_0.png
-1	0	1581299319	0	0	16513214504700	0	0	0	0	188,196,184	1280	720	1581299319	.\image\event_not\1581299319_0_0.png
-1	0	1581299319	0	0	16513214504700	0	0	0	0	188,196,184	1280	720	1581299319	.\image\event_not\1581299319_0_0.png
-1	0	1581299319	0	0	16513214504700	0	0	0	0	188,196,186	1280	720	1581299319	.\image\event_not\1581299319_0_0.png
-1	0	1581299320	0	0	16513214504700	0	0	0	0	188,196,186	1280	720	1581299320	.\image\event_not\1581299320_0_0.png
-1	0	1581299320	0	0	16513214504700	0	0	0	0	188,196,186	1280	720	1581299320	.\image\event_not\1581299320_0_0.png
-1	0	1581299320	0	0	16513214504700	0	0	0	0	189,195,186	1280	720	1581299320	.\image\event_not\1581299320_0_0.png
-1	0	1581299321	0	0	16513214504700	0	0	0	0	189,195,186	1280	720	1581299321	.\image\event_not\1581299321_0_0.png
-1	0	1581299321	0	0	16513214504700	0	0	0	0	188,194,185	1280	720	1581299321	.\image\event_not\1581299321_0_0.png
0	1	1581299321	1	4	16513214504700	66	637	17	28	172,132,109	1280	720	1581299321	.\image\object_event\1581299321_0_0.png
0	1	1581299321	2	4	16513214504700	48	532	10	10	60,43,35	1280	720	1581299321	.\image\object_event\1581299321_1_1.png
0	0	1581299321	1	4	16513214504700	66	637	17	28	172,132,109	1280	720	1581299321	.\image\object_event\1581299321_1_2.png
0	0	1581299321	2	4	16513214504700	48	532	10	10	60,43,35	1280	720	1581299321	.\image\object_event\1581299321_0_1.png
0	0	1581299321	1	4	16513214504700	66	637	17	28	92,104,68	1280	720	1581299321	.\image\object_event\1581299321_0_2.png
0	0	1581299321	2	4	16513214504700	49	529	6	12	58,37,33	1280	720	1581299321	.\image\object_event\1581299321_0_1.png
0	0	1581299321	1	4	16513214504700	66	637	17	28	96,108,70	1280	720	1581299321	.\image\object_event\1581299321_0_2.png
0	0	1581299321	2	4	16513214504700	49	532	6	10	59,44,35	1280	720	1581299321	.\image\object_event\1581299321_0_1.png
0	1	1581299322	3	4	16513214504700	160	622	6	12	168,138,112	1280	720	1581299322	.\image\object_event\1581299321_0_2.png
0	0	1581299322	1	4	16513214504700	66	637	17	28	95,115,70	1280	720	1581299322	.\image\object_event\1581299322_1_3.png
